Date,Start Time,End Time,Production Time,Temperature,Humidity
2024-08-26,09:55:40,09:56:08,44,541.3,43.9
2024-08-26,09:56:08,09:57:01,28,862.1,44.9
2024-08-26,09:57:01,09:57:44,29,848.7,42.8
2024-08-26,09:57:44,09:58:37,41,463.2,58.7
2024-08-26,09:58:37,09:59:21,28,400.0,36.4
2024-08-26,09:59:21,10:00:16,28,542.7,45.5
2024-08-26,10:00:16,10:01:05,27,615.5,52.1
2024-08-26,10:01:05,10:01:55,28,314.5,46.7
2024-08-26,10:01:55,10:02:22,47,814.6,57.9
2024-08-26,10:02:22,10:03:21,27,537.8,41.3
2024-08-26,10:03:21,10:04:04,27,400.6,43.9
2024-08-26,10:04:04,10:04:46,26,196.1,32.7
2024-08-26,10:04:46,10:05:32,50,315.0,48.3
2024-08-26,10:05:32,10:06:16,38,954.4,38.6
2024-08-26,10:06:16,10:07:03,25,374.6,34.8
2024-08-26,10:07:03,10:07:30,30,252.0,46.3
2024-08-26,10:07:30,10:08:15,25,514.6,46.0
2024-08-26,10:08:15,10:08:53,29,376.4,32.3
2024-08-26,10:08:53,10:09:41,29,131.6,50.9
2024-08-26,10:09:41,10:10:33,29,390.8,48.7
2024-08-26,10:10:33,10:11:18,27,589.7,35.7
2024-08-26,10:11:18,10:12:10,45,596.5,44.1
2024-08-26,10:12:10,10:13:05,51,420.9,51.6
2024-08-26,10:13:05,10:13:45,43,502.6,45.9
2024-08-26,10:13:45,10:14:10,44,969.0,41.9
2024-08-26,10:14:10,10:15:07,43,439.6,39.7
2024-08-26,10:15:07,10:15:57,29,332.4,48.3
2024-08-26,10:15:57,10:16:51,26,319.1,58.2
2024-08-26,10:16:51,10:17:39,29,512.0,50.2
2024-08-26,10:17:39,10:18:21,25,783.6,32.2
2024-08-26,10:18:21,10:19:06,29,285.4,43.8
2024-08-26,10:19:06,10:19:43,26,738.4,56.7
2024-08-26,10:19:43,10:20:40,28,119.0,32.8
2024-08-26,10:20:40,10:21:29,39,477.0,59.7
2024-08-26,10:21:29,10:22:14,26,798.3,58.5
2024-08-26,10:22:14,10:22:45,29,404.9,32.3
2024-08-26,10:22:45,10:23:34,26,607.4,58.0
2024-08-26,10:23:34,10:24:07,56,284.5,40.9
2024-08-26,10:24:07,10:24:57,28,767.8,55.3
2024-08-26,10:24:57,10:25:51,28,147.1,42.6
2024-08-26,10:25:51,10:26:42,58,867.3,43.2
2024-08-26,10:26:42,10:27:23,29,278.4,49.0
2024-08-26,10:27:23,10:27:54,25,887.0,53.2
2024-08-26,10:27:54,10:28:34,26,417.3,31.0
2024-08-26,10:28:34,10:29:10,58,750.4,47.8
2024-08-26,10:29:10,10:29:59,43,387.3,35.6
2024-08-26,10:29:59,10:30:46,48,915.3,40.4
2024-08-26,10:30:46,10:31:14,25,214.0,40.4
2024-08-26,10:31:14,10:32:02,29,260.7,44.1
2024-08-26,10:32:02,10:32:59,26,543.7,40.0
2024-08-26,10:32:59,10:33:41,27,173.7,33.2
2024-08-26,10:33:41,10:34:21,33,276.4,34.4
2024-08-26,10:34:21,10:34:47,26,949.4,31.0
2024-08-26,10:34:47,10:35:38,29,978.8,44.1
2024-08-26,10:35:38,10:36:29,54,438.6,58.6
2024-08-26,10:36:29,10:37:03,25,931.0,33.5
2024-08-26,10:37:03,10:37:57,29,590.3,58.4
2024-08-26,10:37:57,10:38:23,27,342.8,52.0
2024-08-26,10:38:23,10:39:21,28,732.2,49.1
2024-08-26,10:39:21,10:39:58,29,693.0,49.4
2024-08-26,10:39:58,10:40:44,52,990.2,54.8
2024-08-26,10:40:44,10:41:14,25,338.5,33.2
2024-08-26,10:41:14,10:41:44,59,704.9,45.1
2024-08-26,10:41:44,10:42:11,28,146.8,50.9
2024-08-26,10:42:11,10:42:38,29,202.3,47.6
2024-08-26,10:42:38,10:43:17,25,103.5,55.0
2024-08-26,10:43:17,10:43:58,58,999.5,32.2
2024-08-26,10:43:58,10:44:38,28,822.0,50.7
2024-08-26,10:44:38,10:45:19,28,808.1,46.0
2024-08-26,10:45:19,10:45:55,28,558.8,41.4
2024-08-26,10:45:55,10:46:52,29,370.1,40.2
2024-08-26,10:46:52,10:47:36,41,236.1,48.6
2024-08-26,10:47:36,10:48:27,27,356.2,56.7
2024-08-26,10:48:27,10:49:16,50,438.4,44.9
2024-08-26,10:49:16,10:49:53,25,780.7,54.7
2024-08-26,10:49:53,10:50:23,50,585.7,42.1
2024-08-26,10:50:23,10:50:49,26,169.7,33.1
2024-08-26,10:50:49,10:51:24,29,116.2,31.8
2024-08-26,10:51:24,10:52:11,26,192.1,31.5
2024-08-26,10:52:11,10:52:44,25,469.4,41.4
2024-08-26,10:52:44,10:53:33,28,939.9,40.1
2024-08-26,10:53:33,10:54:00,29,673.7,51.5
2024-08-26,10:54:00,10:54:55,38,821.6,52.3
2024-08-26,10:54:55,10:55:24,26,519.7,31.5
2024-08-26,10:55:24,10:55:56,58,425.5,36.6
2024-08-26,10:55:56,10:56:40,48,197.6,38.2
2024-08-26,10:56:40,10:57:19,29,888.3,46.4
2024-08-26,10:57:19,10:58:04,28,804.8,34.3
2024-08-26,10:58:04,10:58:48,36,251.3,34.0
2024-08-26,10:58:48,10:59:30,28,561.0,58.3
2024-08-26,10:59:30,10:59:57,28,538.6,54.1
2024-08-26,10:59:57,11:00:22,58,662.6,35.4
2024-08-26,11:00:22,11:00:54,27,951.6,42.2
2024-08-26,11:00:54,11:01:52,48,621.8,40.7
2024-08-26,11:01:52,11:02:41,32,586.2,53.7
2024-08-26,11:02:41,11:03:06,47,145.3,45.3
2024-08-26,11:03:06,11:03:34,26,156.6,33.8
2024-08-26,11:03:34,11:04:17,29,268.6,52.2
2024-08-26,11:04:17,11:05:08,25,129.2,41.9
2024-08-26,11:05:08,11:06:05,28,769.0,37.9
2024-08-26,11:06:05,11:06:46,28,751.0,41.3
2024-08-26,11:06:46,11:07:16,53,222.5,44.9
2024-08-26,11:07:16,11:08:07,29,852.5,40.3
2024-08-26,11:08:07,11:08:45,28,239.3,37.3
2024-08-26,11:08:45,11:09:38,29,371.1,42.0
2024-08-26,11:09:38,11:10:22,50,324.1,30.6
2024-08-26,11:10:22,11:11:14,50,435.1,53.2
2024-08-26,11:11:14,11:11:40,29,329.2,35.1
2024-08-26,11:11:40,11:12:12,48,540.1,31.3
2024-08-26,11:12:12,11:13:11,26,466.7,49.6
2024-08-26,11:13:11,11:13:45,46,987.9,53.2
2024-08-26,11:13:45,11:14:41,25,150.3,54.4
2024-08-26,11:14:41,11:15:29,27,228.0,44.8
2024-08-26,11:15:29,11:16:03,25,147.5,36.2
2024-08-26,11:16:03,11:16:54,26,663.3,52.1
2024-08-26,11:16:54,11:17:24,28,149.1,51.0
2024-08-26,11:17:24,11:18:18,50,852.8,37.4
2024-08-26,11:18:18,11:18:49,57,560.7,57.1
2024-08-26,11:18:49,11:19:34,26,574.3,33.1
2024-08-26,11:19:34,11:20:28,57,605.4,59.5
2024-08-26,11:20:28,11:21:27,38,253.7,55.8
2024-08-26,11:21:27,11:22:08,56,277.9,50.6
2024-08-26,11:22:08,11:23:05,25,386.9,58.2
2024-08-26,11:23:05,11:24:01,50,634.1,51.7
2024-08-26,11:24:01,11:24:31,28,289.1,35.7
2024-08-26,11:24:31,11:25:18,42,204.7,43.3
2024-08-26,11:25:18,11:25:55,29,973.1,32.1
2024-08-26,11:25:55,11:26:37,27,119.8,41.7
2024-08-26,11:26:37,11:27:29,25,822.4,52.2
2024-08-26,11:27:29,11:28:20,26,809.2,41.6
2024-08-26,11:28:20,11:28:53,29,367.5,39.9
2024-08-26,11:28:53,11:29:19,30,222.1,47.9
2024-08-26,11:29:19,11:29:44,26,231.1,56.2
2024-08-26,11:29:44,11:30:14,25,727.7,31.4
2024-08-26,11:30:14,11:30:47,26,678.5,41.6
2024-08-26,11:30:47,11:31:33,27,804.5,34.7
2024-08-26,11:31:33,11:32:17,29,943.7,50.9
2024-08-26,11:32:17,11:32:57,38,722.7,33.2
2024-08-26,11:32:57,11:33:48,25,240.3,49.9
2024-08-26,11:33:48,11:34:47,52,319.1,38.6
2024-08-26,11:34:47,11:35:41,25,858.0,36.0
2024-08-26,11:35:41,11:36:07,29,288.4,58.1
2024-08-26,11:36:07,11:36:32,29,165.3,30.6
2024-08-26,11:36:32,11:37:11,29,733.0,43.1
2024-08-26,11:37:11,11:37:59,26,462.3,30.6
2024-08-26,11:37:59,11:38:46,29,928.0,44.5
2024-08-26,11:38:46,11:39:18,25,685.2,45.0
2024-08-26,11:39:18,11:40:09,29,181.4,39.6
2024-08-26,11:40:09,11:40:44,30,953.1,34.0
2024-08-26,11:40:44,11:41:40,26,332.7,41.3
2024-08-26,11:41:40,11:42:10,26,403.5,50.2
2024-08-26,11:42:10,11:42:54,27,462.0,53.5
2024-08-26,11:42:54,11:43:40,28,146.1,45.9
2024-08-26,11:43:40,11:44:37,28,546.9,47.7
2024-08-26,11:44:37,11:45:03,27,211.0,36.0
2024-08-26,11:45:03,11:45:42,29,460.9,38.6
2024-08-26,11:45:42,11:46:21,26,415.6,34.9
2024-08-26,11:46:21,11:47:15,28,795.6,37.5
2024-08-26,11:47:15,11:47:56,26,822.9,36.7
2024-08-26,11:47:56,11:48:35,27,238.1,45.6
2024-08-26,11:48:35,11:49:27,31,429.9,46.9
2024-08-26,11:49:27,11:50:01,25,436.0,58.3
2024-08-26,11:50:01,11:50:40,28,236.3,35.9
2024-08-26,11:50:40,11:51:37,39,818.6,49.3
2024-08-26,11:51:37,11:52:23,29,736.5,54.5
2024-08-26,11:52:23,11:52:53,26,271.3,46.8
2024-08-26,11:52:53,11:53:39,26,430.0,37.7
2024-08-26,11:53:39,11:54:16,28,195.2,37.9
2024-08-26,11:54:16,11:54:50,26,665.4,31.2
2024-08-26,11:54:50,11:55:42,26,209.2,39.2
2024-08-26,11:55:42,11:56:12,27,987.3,52.3
2024-08-26,11:56:12,11:56:57,27,802.6,31.4
2024-08-26,11:56:57,11:57:55,54,451.2,36.6
2024-08-26,11:57:55,11:58:38,27,620.7,51.2
2024-08-26,11:58:38,11:59:18,37,920.2,53.5
2024-08-26,11:59:18,11:59:45,33,598.7,43.7
2024-08-26,11:59:45,12:00:20,27,257.0,50.9
2024-08-26,12:00:20,12:01:08,27,440.8,41.6
2024-08-26,12:01:08,12:01:52,26,858.8,34.8
2024-08-26,12:01:52,12:02:26,27,679.8,41.9
2024-08-26,12:02:26,12:02:58,34,685.7,47.4
2024-08-26,12:02:58,12:03:41,26,880.1,58.4
2024-08-26,12:03:41,12:04:38,50,904.6,32.1
2024-08-26,12:04:38,12:05:32,29,927.8,45.2
2024-08-26,12:05:32,12:06:12,26,185.4,39.9
2024-08-26,12:06:12,12:07:07,25,589.7,45.2
2024-08-26,12:07:07,12:07:33,29,766.5,30.7
2024-08-26,12:07:33,12:08:07,26,781.2,39.4
2024-08-26,12:08:07,12:08:43,25,646.0,54.6
2024-08-26,12:08:43,12:09:25,27,250.1,46.6
2024-08-26,12:09:25,12:10:24,29,817.7,43.5
2024-08-26,12:10:24,12:11:15,33,748.1,38.6
2024-08-26,12:11:15,12:11:43,25,177.5,38.9
2024-08-26,12:11:43,12:12:12,28,517.4,41.5
2024-08-26,12:12:12,12:13:00,53,256.6,55.1
2024-08-26,12:13:00,12:13:27,26,403.7,59.0
2024-08-26,12:13:27,12:14:24,26,116.3,43.2
2024-08-26,12:14:24,12:15:08,27,460.3,41.8
2024-08-26,12:15:08,12:16:00,36,594.9,55.4
2024-08-26,12:16:00,12:16:50,27,657.6,42.8
2024-08-26,12:16:50,12:17:39,29,697.1,46.6
2024-08-26,12:17:39,12:18:21,27,852.7,36.9
2024-08-26,12:18:21,12:19:12,25,293.9,52.3
2024-08-26,12:19:12,12:20:00,28,208.4,46.0
2024-08-26,12:20:00,12:20:25,54,866.4,54.3
2024-08-26,12:20:25,12:21:17,26,241.0,53.4
2024-08-26,12:21:17,12:22:13,25,977.3,36.5
2024-08-26,12:22:13,12:22:50,28,858.3,51.5
2024-08-26,12:22:50,12:23:23,26,550.8,54.0
2024-08-26,12:23:23,12:24:09,29,983.3,40.4
2024-08-26,12:24:09,12:24:46,28,187.6,35.2
2024-08-26,12:24:46,12:25:24,26,372.8,30.1
2024-08-26,12:25:24,12:26:00,25,674.4,43.5
2024-08-26,12:26:00,12:26:29,26,415.0,40.6
2024-08-26,12:26:29,12:27:13,35,935.5,46.6
2024-08-26,12:27:13,12:27:59,26,159.1,35.6
2024-08-26,12:27:59,12:28:47,56,594.5,55.8
2024-08-26,12:28:47,12:29:29,29,631.8,37.7
2024-08-26,12:29:29,12:30:03,29,687.5,36.8
2024-08-26,12:30:03,12:30:31,35,330.1,44.4
2024-08-26,12:30:31,12:31:28,28,428.1,45.0
2024-08-26,12:31:28,12:32:00,25,859.3,36.5
2024-08-26,12:32:00,12:32:57,48,275.4,38.2
2024-08-26,12:32:57,12:33:22,34,844.2,35.1
2024-08-26,12:33:22,12:33:49,26,606.4,51.6
2024-08-26,12:33:49,12:34:43,27,786.0,53.1
2024-08-26,12:34:43,12:35:11,25,742.2,43.9
2024-08-26,12:35:11,12:36:05,27,286.8,51.4
2024-08-26,12:36:05,12:36:39,26,611.9,52.1
2024-08-26,12:36:39,12:37:30,26,881.0,34.1
2024-08-26,12:37:30,12:38:06,41,488.9,59.0
2024-08-26,12:38:06,12:38:57,55,969.9,54.6
2024-08-26,12:38:57,12:39:51,27,507.0,36.1
2024-08-26,12:39:51,12:40:37,49,228.5,35.6
2024-08-26,12:40:37,12:41:02,44,450.5,33.8
2024-08-26,12:41:02,12:41:35,29,956.5,34.2
2024-08-26,12:41:35,12:42:09,28,387.7,52.4
2024-08-26,12:42:09,12:43:07,27,881.3,44.1
2024-08-26,12:43:07,12:43:43,47,893.1,53.5
2024-08-26,12:43:43,12:44:17,29,415.2,52.4
2024-08-26,12:44:17,12:45:12,41,174.9,48.1
2024-08-26,12:45:12,12:45:53,37,752.1,50.6
2024-08-26,12:45:53,12:46:37,25,380.4,30.6
2024-08-26,12:46:37,12:47:35,38,804.6,39.4
2024-08-26,12:47:35,12:48:14,27,498.4,49.1
2024-08-26,12:48:14,12:48:43,27,536.7,30.3
2024-08-26,12:48:43,12:49:19,25,800.1,31.0
2024-08-26,12:49:19,12:50:03,28,444.1,55.6
2024-08-26,12:50:03,12:50:32,29,498.8,50.5
2024-08-26,12:50:32,12:51:05,25,438.6,38.0
2024-08-26,12:51:05,12:51:56,32,430.6,50.6
2024-08-26,12:51:56,12:52:54,37,573.4,53.8
2024-08-26,12:52:54,12:53:34,28,827.9,39.2
2024-08-26,12:53:34,12:54:17,27,425.6,31.1
2024-08-26,12:54:17,12:54:55,28,571.8,58.0
2024-08-26,12:54:55,12:55:30,50,703.7,40.4
2024-08-26,12:55:30,12:56:10,48,342.5,33.2
2024-08-26,12:56:10,12:56:44,26,349.8,44.8
2024-08-26,12:56:44,12:57:36,25,940.1,53.1
2024-08-26,12:57:36,12:58:03,25,751.2,36.6
2024-08-26,12:58:03,12:58:43,27,619.5,38.1
2024-08-26,12:58:43,12:59:12,25,682.9,37.3
2024-08-26,12:59:12,12:59:37,25,126.4,59.8
2024-08-26,12:59:37,13:00:26,30,656.3,35.9
2024-08-26,13:00:26,13:01:21,26,558.6,47.3
2024-08-26,13:01:21,13:02:20,27,591.2,57.8
2024-08-26,13:02:20,13:02:56,27,423.5,34.4
2024-08-26,13:02:56,13:03:34,26,173.3,59.1
2024-08-26,13:03:34,13:04:12,44,274.0,58.4
2024-08-26,13:04:12,13:04:53,25,955.7,56.5
2024-08-26,13:04:53,13:05:40,27,467.8,36.4
2024-08-26,13:05:40,13:06:10,25,520.0,49.0
2024-08-26,13:06:10,13:06:40,29,147.4,52.8
2024-08-26,13:06:40,13:07:21,25,133.8,59.6
2024-08-26,13:07:21,13:08:04,51,745.5,35.4
2024-08-26,13:08:04,13:08:55,29,584.3,53.0
2024-08-26,13:08:55,13:09:43,25,557.8,40.2
2024-08-26,13:09:43,13:10:13,42,318.8,35.3
2024-08-26,13:10:13,13:10:46,33,770.3,42.6
2024-08-26,13:10:46,13:11:24,28,251.4,53.8
2024-08-26,13:11:24,13:12:20,29,270.9,43.9
2024-08-26,13:12:20,13:12:49,29,514.6,46.1
2024-08-26,13:12:49,13:13:48,41,357.7,59.9
2024-08-26,13:13:48,13:14:22,27,322.7,42.0
2024-08-26,13:14:22,13:15:10,27,680.7,48.5
2024-08-26,13:15:10,13:16:08,26,685.9,41.0
2024-08-26,13:16:08,13:16:52,34,842.1,41.8
2024-08-26,13:16:52,13:17:39,26,475.9,50.9
2024-08-26,13:17:39,13:18:25,26,165.8,58.1
2024-08-26,13:18:25,13:18:59,28,346.3,46.3
2024-08-26,13:18:59,13:19:38,26,982.0,53.1
2024-08-26,13:19:38,13:20:20,28,636.6,32.7
2024-08-26,13:20:20,13:21:09,28,738.8,36.3
2024-08-26,13:21:09,13:21:59,28,106.6,45.1
2024-08-26,13:21:59,13:22:44,29,566.4,30.6
2024-08-26,13:22:44,13:23:16,26,133.8,37.6
2024-08-26,13:23:16,13:23:57,26,612.3,45.5
2024-08-26,13:23:57,13:24:35,48,928.7,30.4
2024-08-26,13:24:35,13:25:18,25,971.6,37.9
2024-08-26,13:25:18,13:25:45,25,586.5,45.4
2024-08-26,13:25:45,13:26:29,50,512.4,47.2
2024-08-26,13:26:29,13:27:00,33,950.5,57.8
2024-08-26,13:27:00,13:27:41,54,706.2,49.4
2024-08-26,13:27:41,13:28:21,27,158.4,42.4
2024-08-26,13:28:21,13:29:18,29,519.2,57.9
2024-08-26,13:29:18,13:30:16,29,316.2,53.5
2024-08-26,13:30:16,13:30:46,28,522.8,36.0
2024-08-26,13:30:46,13:31:26,26,509.9,33.9
2024-08-26,13:31:26,13:32:01,28,623.9,50.3
2024-08-26,13:32:01,13:32:26,27,421.1,46.8
2024-08-26,13:32:26,13:33:16,26,247.8,53.7
2024-08-26,13:33:16,13:34:10,27,553.3,52.2
2024-08-26,13:34:10,13:35:05,27,847.2,48.8
2024-08-26,13:35:05,13:36:02,56,697.6,59.6
2024-08-26,13:36:02,13:36:44,53,404.5,46.0
2024-08-26,13:36:44,13:37:35,28,942.0,33.4
